Date,Time,Station_No,TSP,PM2.5,O3,CO,NO2,SO2,Temperature,Humidity
23-02-2021,21:00,1,32.93571429,15.6047619,55.43138095,1330.451429,112.7407619,393.0,28.36190476,63.18809524
23-02-2021,22:00,1,30.93235294,14.59411765,58.19717647,1200.603529,112.3664706,377.5882353,28.32058824,63.77352941
23-02-2021,23:00,1,27.645,13.43666667,55.02943333,1177.897,112.7004333,372.4766667,28.33666667,64.205
24-02-2021,00:00,1,24.38,12.365,54.7677,1267.476,112.4808667,389.07,28.305,64.735
24-02-2021,01:00,1,22.52166667,11.63666667,53.7862,1322.293,114.3315,393.0,28.3,65.18833333
24-02-2021,02:00,1,22.14333333,11.53,55.81463333,1358.392,115.9939333,394.31,28.25333333,65.56166667
24-02-2021,03:00,1,21.57166667,11.24166667,54.80041667,1309.687,114.1746667,393.0,28.21666667,65.925
24-02-2021,04:00,1,20.98833333,11.13,53.85163333,1270.914,113.9237333,393.0,28.2,66.29166667
24-02-2021,05:00,1,20.96,11.06,52.8047,1263.656,113.0141,393.0,28.18833333,66.58333333
24-02-2021,06:00,1,21.34166667,11.17666667,54.30966667,1322.675,115.3666,399.55,28.16166667,66.90666667
24-02-2021,07:00,1,23.5,11.785,55.29116667,1372.335,115.8057333,418.7633333,28.19166667,67.17333333
